Remote_ID,Station,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
R024,SUTPHIN BOULEVARD             ,0.352046984,0.482264814,0.441839996,0.480530907,0.468038312,0.467844535,0.458972047,0.454061911,0.441215061,0.433295079,0.44395349,0.45877218,0.420435084,0.390148715,0.387711769,0.435847321,0.44973502,0.481280673,0.492165927,0.483506353,0.472690517,0.471971545,0.465679435,0.581317228,0.574595763,0.528653016,0.51985587
R025,JAMAICA CENTER-PARSONS BLVD   ,0.354098976,0.421444932,0.400989959,0.424887909,0.447258145,0.384430559,0.419539194,0.403557603,0.396648453,0.393208576,0.402164119,0.401240222,0.371331616,0.377667441,0.307086512,0.377328185,0.402858662,0.429605491,0.437189105,0.426808777,0.40816758,0.406769531,0.393049569,0.451801342,0.443656265,0.425182586,0.418867322
R027,WALL STREET                   ,0.137460276,0.210720979,0.174765289,0.215589622,0.283062332,0.194472703,0.219319321,0.232795999,0.233781401,0.228577551,0.234922435,0.25485477,0.247883309,0.208307286,0.204003011,0.241581058,0.245167603,0.25705869,0.261169896,0.261814294,0.278231787,0.298491684,0.253431161,0.320004925,0.275562023,0.301194732,0.26720769
R028,FULTON & WILLIAM STREETS      ,0.127866159,0.249680825,0.253424493,0.253149976,0.277104347,0.244897462,0.266354469,0.274851567,0.269181314,0.268128036,0.285636384,0.278198382,0.262777959,0.278570864,0.250975346,0.336813085,0.344056589,0.36034881,0.364488681,0.341392447,0.353759889,0.360046338,0.356551051,0.380128093,0.372226652,0.399578634,0.371748268
R029,PARK PLACE                    ,0.460754416,0.223123467,0.236911399,0.239380864,0.290328314,0.23175926,0.257254581,0.271428026,0.273195777,0.273782534,0.256387384,0.258143199,0.240440186,0.232961566,0.206695846,0.29139671,0.292584631,0.325275176,0.318479846,0.303853833,0.308923974,0.305502064,0.308912689,0.330816312,0.337985593,0.368543839,0.337886039
R030,CHAMBERS STREET               ,0.111506,0.236581112,0.247739718,0.255927394,0.328125191,0.234235287,0.282399312,0.30177292,0.311689865,0.296800088,0.298139519,0.352936472,0.287547648,0.240216154,0.198117225,0.306867503,0.329565798,0.385777551,0.376601107,0.344320863,0.348220725,0.345212833,0.328705417,0.358076106,0.364875306,0.384242581,0.374231245
R031,34TH STREET & 7TH AVENUE      ,0.170896309,0.227272504,0.240882424,0.248197745,0.299223531,0.233300639,0.257886283,0.258024784,0.253315813,0.258641654,0.256746235,0.306064274,0.289852167,0.248197944,0.238728274,0.271226427,0.271915313,0.289390972,0.288573517,0.286634412,0.291959062,0.286585395,0.282057442,0.29582772,0.305646428,0.333114525,0.310362173
R032,42ND STREET/TIMES SQUARE      ,0.148458764,0.279925618,0.292109241,0.291715841,0.380493351,0.273796742,0.307351266,0.315003545,0.310685369,0.307529409,0.310723203,0.329687471,0.312363555,0.323320858,0.272605648,0.31254433,0.313142912,0.334221157,0.340250893,0.340476782,0.343570813,0.331128989,0.330614793,0.360585641,0.351905376,0.407272686,0.352682266
R033,42ND STREET/TIMES SQUARE      ,2.025766036,0.21902185,0.236565348,0.236229041,0.251446571,0.241951815,0.257468879,0.265540088,0.261799158,0.258480349,0.250526027,0.27434638,0.247780848,0.261692922,0.258946445,0.284806005,0.286961878,0.299333353,0.304091281,0.309246336,0.316781963,0.319213103,0.329727592,0.378076319,0.373119593,0.40985719,0.376731998
R034,125TH STREET & BROADWAY       ,0.120598179,0.377261955,0.514651801,0.570516317,0.420250146,0.429024629,0.505237233,0.481555221,0.488131291,0.412443828,0.402674591,0.525865266,0.505330752,0.398751094,0.375159352,0.45883169,0.435180808,0.457858629,0.5198124,0.453679527,0.4340942,0.447218245,0.43329678,0.465685457,0.457775142,0.453735749,0.453636404
R035,168TH STREET & BROADWAY       ,1.549760707,0.481065325,0.476348414,0.473078879,0.572230284,0.34144385,0.511524421,0.512737294,0.501017766,0.52325753,0.526078817,0.538797247,0.504922618,0.642913038,0.462963903,0.531459836,0.662666145,0.59995167,0.59456202,0.598037682,0.595663351,0.580459186,0.601278378,0.607260494,0.602199685,0.580396066,0.588163059
R036,DYCKMAN STREET                ,0.657903035,0.436937355,0.626950771,0.632976076,0.499006422,0.565750059,0.533882757,0.529838047,0.529721245,0.497570796,0.490331492,0.536347991,0.5198299,0.517423213,0.420479048,0.642171103,0.590518061,0.579150868,0.591001295,0.496568063,0.556399821,0.541439647,0.52312829,0.524014676,0.545232443,0.528021227,0.554291446
R037,207TH STREET                  ,1.687991876,0.448657475,0.648921978,0.666415962,0.502909579,0.575455468,0.511833062,0.519505852,0.501185211,0.502746687,0.482185435,0.508197316,0.490086831,0.523837249,0.426532126,0.649861957,0.5781043,0.566482938,0.483842395,0.48613395,0.551931482,0.551730441,0.526450361,0.533754583,0.541073795,0.495130091,0.532316563
R038,215TH STREET                  ,0.145267699,0.395704673,0.546326685,0.565177638,0.475105932,0.50498615,0.510497104,0.491805269,0.410879234,0.406031711,0.428286853,0.525800131,0.457487923,0.499769106,0.391823308,0.619955809,0.64314711,0.574215515,0.511402232,0.478065718,0.534756631,0.575384913,0.550106808,0.552779459,0.571622355,0.523874152,0.577252344
R039,225TH STREET                  ,0.252731229,0.431259391,0.560695945,0.559620895,0.470749132,0.511923834,0.493069856,0.474369664,0.464688885,0.461319554,0.452194919,0.480251165,0.456282866,0.433212592,0.384965758,0.581258452,0.506749302,0.530328118,0.459221999,0.513586864,0.513233824,0.511213548,0.496871608,0.509088483,0.522711051,0.479899403,0.507920337
R040,231ST STREET                  ,0.163161743,0.423216635,0.535257032,0.538183797,0.440747146,0.478487849,0.4567516,0.479397818,0.485545736,0.460858207,0.450666839,0.484446639,0.46704596,0.44662555,0.409255578,0.547622301,0.47358228,0.517422827,0.464114085,0.492160589,0.497801182,0.484910068,0.471325301,0.501828651,0.496873245,0.463285067,0.505673022
R041,BOWLING GREEN & BATTERY PL    ,0.737603972,0.239248378,0.256214442,0.242221928,0.295656306,0.239176066,0.2733724,0.278398428,0.267775294,0.274537921,0.273717479,0.276390371,0.241235277,0.234667868,0.201204447,0.267786159,0.303991107,0.325518404,0.318460637,0.310660257,0.313988293,0.316596314,0.306170355,0.28304824,0.343327547,0.371887099,0.352505073
R042,BOWLING GREEN & BROADWAY      ,0.059820474,0.268023976,0.326406716,0.269156531,0.24277348,0.28291655,0.304642687,0.305117979,0.284526415,0.293976626,0.28125,0.287959459,0.217751863,0.225277147,0.227073942,0.254355094,0.332607117,0.334903312,0.335295023,0.333837783,0.314569536,0.294156415,0.341720915,0.301561874,0.419042624,0.420925574,0.424934446
R043,WALL STREET                   ,0.122396744,0.23076852,0.248784172,0.242839617,0.31094201,0.222002078,0.265157616,0.25897628,0.258418152,0.260690004,0.250724652,0.254488135,0.232388778,0.236103409,0.197881402,0.263199094,0.276738587,0.286873615,0.293510452,0.284778622,0.288183538,0.271903702,0.286598525,0.250363312,0.30871172,0.329112675,0.304148034
R044,BROOKLYN BRIDGE               ,0.293001864,0.262612833,0.280861135,0.269840534,0.306135518,0.26367238,0.299039178,0.309471625,0.30586092,0.301223671,0.296185592,0.315993551,0.288217804,0.278837228,0.256977434,0.337071987,0.368738847,0.398882355,0.389766312,0.376275682,0.374650533,0.366951567,0.375239449,0.408791418,0.41322364,0.424779125,0.409521405
R045,42ND STREET & GRAND CENTRAL   ,0.031985337,0.126180711,0.127027298,0.148547989,0.22510435,0.14132621,0.166244196,0.164295806,0.146098693,0.160252904,0.171389421,0.181580029,0.024604569,0.000405787,0.109727242,0.174068118,0.190909314,0.192112751,0.215465282,0.209245911,0.237619808,0.249368869,0.252199213,0.260522051,0.2797653,0.360034845,0.277821439
R046,42ND STREET & GRAND CENTRAL   ,0.39371726,0.248295611,0.261763105,0.264540839,0.32111432,0.252300603,0.276303484,0.285638456,0.296979191,0.275795303,0.27592679,0.277006947,0.280325954,0.289637254,0.263177584,0.28805668,0.308327092,0.32630136,0.334940555,0.307534647,0.318719318,0.325548067,0.327504422,0.352276434,0.35035564,0.383222684,0.351638306
R047,42ND STREET & GRAND CENTRAL   ,0.638976913,0.227991509,0.242127625,0.251000674,0.320908801,0.223058862,0.250649989,0.259430678,0.257994477,0.260442184,0.259784448,0.285531704,0.276922841,0.279993069,0.227901062,0.276822622,0.27092499,0.282336184,0.267285186,0.293255765,0.296785463,0.283490156,0.281841608,0.29801578,0.306559877,0.323728992,0.290447393
R048,42ND STREET & 3RD AVENUE      ,0.110082105,0.224661373,0.219531891,0.226363535,0.301577693,0.212499301,0.240905826,0.23315718,0.239297582,0.238974795,0.237202693,0.250958765,0.242081658,0.276336898,0.220824882,0.25833742,0.242143423,0.269829584,0.268850747,0.248767248,0.22525957,0.221827278,0.240602978,0.263806884,0.237085133,0.247612524,0.280191237
R049,51ST STREET & LEXINGTON AVE   ,0.183757362,0.237486172,0.250657442,0.245234787,0.293912569,0.21797483,0.25468731,0.254535486,0.248176605,0.244022621,0.251671278,0.253049407,0.248950446,0.248277825,0.222123813,0.240716349,0.266345955,0.263315895,0.285913355,0.274417899,0.27667935,0.270328307,0.295986253,0.313775163,0.299083853,0.331608596,0.296838938
R050,59TH STREET & LEXINGTON AVE   ,0.169520441,0.266559546,0.277538811,0.277039993,0.352560729,0.248984109,0.275232549,0.303590307,0.286943717,0.292678972,0.285895548,0.299769368,0.290352941,0.296479921,0.246574933,0.294964984,0.29244271,0.319150913,0.313381866,0.304254084,0.306855904,0.308818087,0.313428043,0.335388599,0.335802596,0.339227397,0.338219991
R051,59TH STREET & LEXINGTON AVE   ,1.909069557,0.369066721,0.384616273,0.387850304,0.453493153,0.356828651,0.391228768,0.413699545,0.391657045,0.406359028,0.393916298,0.403734328,0.38228385,0.393033989,0.34656707,0.408983788,0.414837524,0.437814964,0.464739451,0.422111198,0.437938697,0.422818679,0.413716188,0.453194953,0.447510798,0.437548006,0.442871508
R052,WOODLAWN ROAD                 ,0.102175697,0.44234149,0.446733074,0.447683933,0.506053555,0.436073308,0.444001678,0.475044661,0.454376164,0.464568056,0.443742723,0.473355263,0.433930551,0.429320134,0.398062383,0.431354851,0.481176625,0.492494207,0.488033691,0.466325137,0.491727848,0.482679466,0.466806429,0.500712251,0.504699703,0.480967849,0.495048443
R053,149TH STREET & 3RD AVENUE     ,0.552566545,0.406621436,0.430945038,0.421374197,0.449008034,0.400317068,0.444408612,0.410142282,0.455999236,0.525144497,0.503838862,0.48564689,0.453968985,0.508016554,0.372018274,0.44480293,0.423459017,0.480054515,0.469473467,0.455397346,0.45574316,0.46324602,0.4290431,0.44947195,0.428577156,0.451714031,0.472447272
R054,FIFTH AVENUE & 42ND STREET    ,0.066298523,0.289921684,0.307805842,0.29988149,0.36820057,0.275014125,0.315442904,0.33256696,0.324904697,0.320114368,0.313682261,0.34575979,0.308952285,0.370129396,0.303954918,0.347429213,0.319681147,0.352655531,0.348263185,0.343786355,0.323478501,0.315327235,0.326987252,0.360575765,0.334420011,0.361645238,0.400491157
R055,MAIN STREET                   ,1.807854235,0.408400023,0.430578314,0.422648234,0.444097446,0.40804583,0.444137921,0.449544354,0.443840938,0.442743871,0.435533671,0.452041903,0.394967562,0.43646593,0.403590349,0.457629464,0.458642166,0.491209286,0.489824171,0.469640291,0.621638332,0.629167482,0.618141992,0.648918531,0.50281996,0.491460966,0.483692955
R056,NEVINS STREET                 ,0.063665816,0.332592761,0.386739933,0.337658817,0.39425995,0.316316949,0.358152522,0.354020266,0.347483818,0.362329716,0.343326442,0.35322537,0.320102623,0.318362784,0.29334251,0.387728614,0.395370904,0.418507295,0.423371977,0.408067023,0.404318965,0.371903,0.371722348,0.372788913,0.402788052,0.395542763,0.421908452
R057,BARCLAYS CENTER               ,3.433444816,0.376993113,0.386832011,0.380354631,0.438720678,0.365327906,0.392300457,0.389371444,0.396107726,0.391638454,0.384582315,0.402409989,0.372739782,0.391239035,0.341891373,0.430167663,0.450576732,0.461753724,0.474337131,0.440736277,0.431970353,0.446309653,0.427379598,0.457681214,0.446482811,0.429654398,0.476429465
R058,BERGEN STREET                 ,0.145802426,0.347270714,0.36856069,0.437340561,0.428642687,0.377697639,0.296176029,0.452348435,0.366258146,0.332177531,0.372728201,0.385759327,0.331323694,0.314916301,0.313030747,0.384763822,0.33150221,0.36407788,0.4115931,0.385285247,0.398280227,0.435709355,0.326478851,0.396233383,0.400037411,0.373229023,0.402266992
R059,GRAND ARMY PLAZA              ,0.464008304,0.354565318,0.367826067,0.38061781,0.385161842,0.32956451,0.300848037,0.396989705,0.355529965,0.360086205,0.371971951,0.407429547,0.351807977,0.303740536,0.311895903,0.402045702,0.380862958,0.408573709,0.452454576,0.423044325,0.425769411,0.440616097,0.373667685,0.406392313,0.401715079,0.394442107,0.431081911
R060,EASTERN PARKWAY               ,0.354922064,0.390066649,0.419533365,0.726154253,0.960550196,0.743732122,0.824612053,0.791185971,0.50690829,0.426581936,0.473976976,0.474551936,0.406572012,0.445810804,0.439356897,0.512711864,0.453851931,0.478305404,0.494760278,0.510964557,0.557212538,0.576301228,0.417938789,0.519104825,0.535095785,0.56147561,0.562817629
R061,NOSTRAND AVENUE               ,0.057220929,0.394457993,0.330759055,0.382844569,0.420760921,0.354779329,0.261279442,0.309687055,0.263811334,0.321810074,0.318438102,0.336959111,0.342001275,0.324619586,0.261327612,0.340003943,0.413671572,0.449179655,0.455330222,0.366726361,0.371524513,0.431158691,0.438008867,0.432238903,0.451449832,0.437522106,0.438684885
R062,UTICA AVENUE                  ,1.436967429,0.373530025,0.426175401,0.416066206,0.407832988,0.387994447,0.430415317,0.427471525,0.426221006,0.438044723,0.462212693,0.44226355,0.397278604,0.394534657,0.359635604,0.431487046,0.412806019,0.474712,0.478581427,0.471534644,0.458375838,0.463401983,0.422238636,0.474635016,0.480938609,0.476974953,0.476192991
R063,SUTTER AVENUE                 ,0.384086312,0.497461449,0.422007722,0.419962335,0.584656513,0.418209074,0.433524474,1.560280037,0.563870388,0.538341538,0.419176323,0.451140115,0.403404307,0.386089318,0.343561699,0.436508136,0.55144278,0.514720026,0.518296146,0.499944494,0.4976893,0.491121034,0.584000496,0.517207392,0.511168899,0.500738031,0.527141166
R064,SARATOGA AVENUE               ,0.377435157,0.532557495,0.478961094,0.47684048,0.641016446,0.427163118,0.489538053,0.52559554,0.495720399,0.51148836,0.453902037,0.488942066,0.449497955,0.42606217,0.383906336,0.474889052,0.580341046,0.544391392,0.555158537,0.533797711,0.542863794,0.538524256,0.625869539,0.552235643,0.557395812,0.532757766,0.54982995
R065,ROCKAWAY AVENUE               ,0.721178729,0.51698571,0.472392638,0.46835195,0.643186004,0.425496412,0.466736842,0.465008178,0.462649888,0.483049045,0.425486965,0.458309749,0.416360687,0.401989367,0.364482922,0.458013053,0.57727729,0.524365107,0.551706943,0.519975104,0.520665671,0.514969389,0.588194414,0.523117163,0.521735959,0.482573254,0.481625047
R066,JUNIUS STREET                 ,0.161347738,0.521414699,0.460360518,0.442539512,0.6139862,0.405529513,0.426597255,0.483790274,0.475028924,0.496172582,0.404165096,0.445238555,0.407824872,0.381176914,0.340393101,0.446447003,0.535486366,0.519353429,0.524624905,0.500043833,0.510296915,0.522570322,0.599778159,0.558924636,0.540470411,0.515085134,0.526547907
R067,PENNSYLVANIA AVENUE           ,0.510129633,0.539439957,0.47676861,0.448862184,0.636260265,0.418572985,0.45693758,0.46587261,0.453018935,0.466119664,0.400165017,0.460203984,0.433379694,0.398621957,0.365744146,0.457731569,0.585028404,0.52962283,0.508078129,0.504994589,0.508861649,0.525692981,0.6025459,0.552296577,0.532654212,0.508877491,0.52333648
R068,VAN SICLEN AVENUE             ,0.162864407,0.468539498,0.417427277,0.425613802,0.580255141,0.406719339,0.436133808,0.480459427,0.45914093,0.462354797,0.411989612,0.466646747,0.412332095,0.397145134,0.369040872,0.435791167,0.545667276,0.488855283,0.479459111,0.473455178,0.488306709,0.483165204,0.584893883,0.493206522,0.490494297,0.47429113,0.513421679
R069,NEW LOTS AVENUE               ,0.152170844,0.512626052,0.453413684,0.42272277,0.6173293,0.397248661,0.457173195,0.454578025,0.442926904,0.474559801,0.404449603,0.439072404,0.395911925,0.384877411,0.370875056,0.430163193,0.529668832,0.496635117,0.488148964,0.495347041,0.501354637,0.497013484,0.571976401,0.52173586,0.509943434,0.490706634,0.499872565
R070,ST GEORGE TERMINAL            ,0.096486596,0.224956002,0.241415079,0.273268005,0.364116095,0.255081795,0.328845995,0.271561273,0.265934406,0.294690322,0.265285996,0.283624283,0.319958114,0.300507549,0.280992208,0.373129806,0.405104208,0.447074159,0.454130319,0.369531437,0.433363944,0.426057906,0.432567678,0.506067328,0.462491383,0.460032854,0.415771371
R072,34TH STREET - HUDSON YARDS    ,0.373428254,0.334657665,0.378895137,0.320217283,0.360663139,0.333953495,0.375284897,0.372853476,0.352265833,0.328553621,0.303037771,0.345942903,0.31012364,0.318961606,0.330820764,0.34318599,0.324908779,0.277080899,0.333729563,0.379823918,0.261524888,0.237432159,0.310498378,0.350009438,0.302905212,0.32735374,0.504132795
R079,FIFTH AVENUE & 60TH STREET    ,0.116446189,0.30141968,0.351054011,0.330980384,0.375734672,0.334312466,0.358871683,0.381924977,0.369967228,0.366203853,0.348686214,0.363808478,0.325365892,0.327602929,0.317326041,0.36068944,0.343366642,0.376293174,0.503291758,0.383926585,0.413519146,0.381138098,0.359412044,0.442412895,0.435208692,0.466274764,0.396827359
R080,57TH STREET & 7TH AVENUE      ,0.340493739,0.250524935,0.27668109,0.27848811,0.342379216,0.281888629,0.321003401,0.326391556,0.318360894,0.320293373,0.311622909,0.309226244,0.278733121,0.304980795,0.275928043,0.321908348,0.316891311,0.334610254,0.389691093,0.372224979,0.376974453,0.346671966,0.328659343,0.397470829,0.386630971,0.42339335,0.368272102
R081,49TH STREET & 7TH AVENUE      ,0.354604489,0.21011258,0.250922458,0.245424259,0.285784943,0.282630058,0.283472702,0.304770561,0.292684593,0.335034927,0.291262276,0.288811356,0.268863866,0.308546959,0.320080407,0.376997957,0.358639435,0.354023676,0.402670327,0.400143552,0.388823062,0.348800999,0.360270962,0.390588055,0.413453327,0.526301834,0.376358732
R082,28TH STREET & BROADWAY        ,0.129546341,0.268339045,0.276893341,0.244424423,0.353282263,0.279380532,0.30742152,0.298609232,0.300976768,0.295826665,0.297181561,0.294952965,0.274175537,0.315254353,0.264253915,0.305838162,0.317193702,0.3341668,0.305654128,0.345169343,0.325300723,0.315501301,0.288640045,0.293020141,0.312227208,0.367483036,0.293820115
R083,23RD STREET & 5TH AVENUE      ,0.065988704,0.272574274,0.288309612,0.238052483,0.325884329,0.283287727,0.295148113,0.303020833,0.302479063,0.286708886,0.290430443,0.30529001,0.268448143,0.317553283,0.262879149,0.298320184,0.301998256,0.352129574,0.326998012,0.355707406,0.328042406,0.315826335,0.292671702,0.31589709,0.325298476,0.400267052,0.305965062
R084,59TH STREET/COLUMBUS CIRCLE   ,1.066023855,0.296322534,0.319567973,0.305880674,0.355097644,0.293214138,0.333414279,0.333707763,0.321558745,0.329693018,0.32862103,0.347637082,0.306323055,0.322562581,0.288629337,0.343206382,0.356287413,0.387655652,0.382543567,0.365259034,0.35915011,0.351313593,0.345269508,0.402383742,0.393978862,0.405435338,0.388500123
R085,8TH STREET & BROADWAY         ,0.243332391,0.235518148,0.263671662,0.22095162,0.299228243,0.257472383,0.285541154,0.278064264,0.266118767,0.269897047,0.278694718,0.297460157,0.263339089,0.338797752,0.293811347,0.330707321,0.360948113,0.379277103,0.346996902,0.40289881,0.351491735,0.322749146,0.329466509,0.332084469,0.355913527,0.407147337,0.331080705
